source_file,salesforce_id,proforma_type,layout,customer_name,company_name,address,weekly_hours_operation,avg_daily_wash_hours,labor_manager_hours,labor_manager_wage,labor_manager_burden,labor_asst_manager_hours,labor_asst_manager_wage,labor_asst_manager_burden,labor_attendants_hours,labor_attendants_wage,labor_attendants_burden,pkg_basic_price,pkg_basic_chem_cost,pkg_basic_pct_customers,pkg_menu1_price,pkg_menu1_chem_cost,pkg_menu1_pct_customers,pkg_menu2_price,pkg_menu2_chem_cost,pkg_menu2_pct_customers,pkg_menu3_price,pkg_menu3_chem_cost,pkg_menu3_pct_customers,pkg_menu4_price,pkg_menu4_chem_cost,pkg_menu4_pct_customers,factor_area_profile_choice,factor_area_profile_score,factor_nearest_competition_choice,factor_nearest_competition_score,factor_weekly_hours_choice,factor_weekly_hours_score,factor_type_of_site_choice,factor_type_of_site_score,factor_site_accessibility_choice,factor_site_accessibility_score,factor_entrance_stack_up_choice,factor_entrance_stack_up_score,factor_free_vacuum_slots_choice,factor_free_vacuum_slots_score,factor_pay_stations_choice,factor_pay_stations_score,factor_visibility_choice,factor_visibility_score,factor_traffic_speed_choice,factor_traffic_speed_score,cumulative_site_score,demog_avg_household_size_value,demog_avg_household_size_score,demog_pct_pop_25_65_value,demog_pct_pop_25_65_score,demog_pct_hh_income_35k_value,demog_pct_hh_income_35k_score,demog_base_price_carwash_value,demog_base_price_carwash_score,cumulative_demographic_score,first_year_target_score,second_year_target_score,mature_target_score,traffic_count,traffic_incr_y3,traffic_incr_y4,traffic_incr_y5,vol_yearly_y1,vol_yearly_y2,vol_yearly_y3,vol_yearly_y4,vol_yearly_y5,vol_monthly_y1,vol_monthly_y2,vol_monthly_y3,vol_monthly_y4,vol_monthly_y5,project_cost,total_debt,total_lease_payments,match_status,match_client_name,match_client_id,match_site_id,match_address1,match_state,match_postal_code,match_lat,match_lon,match_operational_start,match_stitched,match_secondary_segments,actuals_suspect,year,month,mem_purchase_count,mem_wash_count,mem_revenue,ret_wash_count,ret_revenue,ASP_mem,ASP_ret,mem_revenue_pct,mem_count_pct,imputed,wash_count,revenue,panel_client_id,panel_site_id
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,4.0,122.0,39.0,771.69,689.0,28339.4,6.33,41.13,2.65,5.36,0.0,728.0,29111.09,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,5.0,418.0,428.0,7855.0,958.0,43486.17,18.79,45.39,15.3,30.88,0.0,1386.0,51341.17,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,6.0,537.0,525.0,9874.0,713.0,33077.53,18.39,46.39,22.99,42.41,0.0,1238.0,42951.53,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,7.0,574.0,778.0,15158.0,862.0,39528.67,26.41,45.86,27.72,47.44,0.0,1640.0,54686.67,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,8.0,549.0,804.0,14680.55,902.0,41959.55,26.74,46.52,25.92,47.13,0.0,1706.0,56640.100000000006,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,9.0,543.0,597.0,10899.68,679.0,33102.26,20.07,48.75,24.77,46.79,0.0,1276.0,44001.94,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,10.0,659.0,935.0,16499.51,1179.0,51471.96,25.04,43.66,24.27,44.23,0.0,2114.0,67971.47,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,11.0,664.0,813.0,14371.66,779.0,39944.0,21.64,51.28,26.46,51.07,0.0,1592.0,54315.66,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2022.0,12.0,644.0,1024.0,17622.84,1267.0,48593.95,27.36,38.35,26.61,44.7,0.0,2291.0,66216.79,carwashcafe_000425,1.0
Car Wash Cafe_ SONNY'S Express Proforma_069f2000004sKgFAAU.xlsx,069f2000004sKgFAAU,Express,legacy_sheet1,Brainard Holdings LLC - Car Wash Café,,"3050 N University Dr., Sunrise, FL 33322",,,,,,,,,,,,,,,,,,,,,,,,,,,SHOPPING,0.15,MULTIPLE IN 2 MILES,-0.025,MORE THAN 70 HOURS,0.15,INSIDE LOT NEAR LIGHT,0.075,EASY IN OR EASY OUT ONE WAY,0.05,LESS THAN 15 VEHICLES,0.075,LESS THAN 12 VEHICLES,0.05,2,0.1,LESS THAN 300 FEET BOTH DIRECTIONS,0.0,LESS THAN 50  MPH,0.05,0.675,2.4,0.0,50.4,-0.0138,0.627,0.09525,6.0,-0.075,0.0016124999999999,0.0055677871323529,0.0073487873641304,0.008895900493421,29250.0,,,,48857.33208639705,64485.60912024457,69796.18869485294,72349.70779344512,78061.52682976973,4071.444340533088,5373.800760020381,5816.349057904412,6029.142316120427,6505.127235814144,,,,matched_zip,Wash & Wax Pros,carwashcafe_000425,1.0,3050 N University Dr,FL,33322,26.163815,-80.256221,04-2022,False,,False,2023.0,1.0,645.0,1196.0,21267.27,1286.0,45796.82,32.97,35.61,31.71,48.19,0.0,2482.0,67064.09,carwashcafe_000425,1.0
